Snail,Exposure,Competitor_Size,Week,Length_F,Cercs,F_last_alive,Alive,Length_C,Replaced,C_Eggs,C_Cercs,Time1,Time2,Event,Type
120,Y,13.5,11,8.9,17,0,1,15.4,0,225,987,12,13,3,interval
120,Y,13.5,12,8.9,160,1,1,15.9,0,260,1147,12,13,3,interval
120,Y,13.5,13,8.8,,,0,16.2,0,321,,12,13,3,interval
120,Y,13.5,14,,,,0,,,,,12,13,3,interval
120,Y,13.5,15,,,,0,,,,,12,13,3,interval
126,Y,18,0,4.2,0,0,1,17.8,0,0,0,15,16,0,interval
126,Y,18,1,4.5,0,0,1,17.7,0,0,0,15,16,0,interval
126,Y,18,2,5.3,0,0,1,17.9,0,37,0,15,16,0,interval
126,Y,18,3,6.2,0,0,1,17.9,0,82,0,15,16,0,interval
126,Y,18,4,6.6,0,0,1,18,0,183,0,15,16,0,interval
126,Y,18,5,6.6,59,0,1,17.8,0,283,59,15,16,0,interval
126,Y,18,6,6.8,45,0,1,17.9,0,391,104,15,16,0,interval
126,Y,18,7,7.1,20,0,1,18,0,449,124,15,16,0,interval
126,Y,18,8,7.2,39,0,1,18,0,517,163,15,16,0,interval
126,Y,18,9,7.4,24,0,1,18,0,580,187,15,16,0,interval
126,Y,18,10,7.7,70,0,1,18.3,0,580,257,15,16,0,interval
126,Y,18,11,7.6,90,0,1,17.7,0,679,347,15,16,0,interval
126,Y,18,12,8.1,73,0,1,17.8,0,750,420,15,16,0,interval
126,Y,18,13,8.2,35,0,1,18,0,790,455,15,16,0,interval
126,Y,18,14,8.3,69,0,1,18,0,808,524,15,16,0,interval
126,Y,18,15,8.8,56,1,1,18,0,828,580,15,16,0,interval
127,Y,18,0,3.6,0,0,1,16,0,0,0,11,12,3,interval
127,Y,18,1,4.8,0,0,1,16,0,0,0,11,12,3,interval
127,Y,18,2,6.4,0,0,1,16.2,0,0,0,11,12,3,interval
127,Y,18,3,7.4,0,0,1,16.3,0,76,0,11,12,3,interval
127,Y,18,4,7.8,0,0,1,16,0,179,0,11,12,3,interval
127,Y,18,5,7.8,167,0,1,16.1,0,291,167,11,12,3,interval
127,Y,18,6,7.9,125,0,1,16.1,0,426,292,11,12,3,interval
127,Y,18,7,7.9,47,0,1,16.1,0,555,339,11,12,3,interval
127,Y,18,8,7.8,35,0,1,16.1,0,626,374,11,12,3,interval
127,Y,18,9,8.1,17,0,1,16.2,0,694,391,11,12,3,interval
127,Y,18,10,8,38,0,1,16.2,0,830,429,11,12,3,interval
127,Y,18,11,7.9,142,1,1,16,0,930,571,11,12,3,interval
127,Y,18,12,8,,,0,16.1,0,962,,11,12,3,interval
127,Y,18,13,,,,0,,,,,11,12,3,interval
127,Y,18,14,,,,0,,,,,11,12,3,interval
127,Y,18,15,,,,0,,,,,11,12,3,interval
128,Y,18,0,3.8,0,0,1,16.4,0,0,0,8,9,3,interval
128,Y,18,1,4.4,0,0,1,16.2,0,0,0,8,9,3,interval
128,Y,18,2,5.9,0,0,1,16.5,0,16,0,8,9,3,interval
128,Y,18,3,6.8,0,0,1,16.5,0,49,0,8,9,3,interval
128,Y,18,4,7,42,0,1,16.5,0,257,42,8,9,3,interval
128,Y,18,5,7.3,44,0,1,16.8,0,353,86,8,9,3,interval
128,Y,18,6,7.1,41,0,1,16.8,0,474,127,8,9,3,interval
128,Y,18,7,6.9,77,0,1,16.4,0,560,204,8,9,3,interval
128,Y,18,8,7.2,33,1,1,16.5,0,627,237,8,9,3,interval
128,Y,18,9,,,,0,,,,,8,9,3,interval
128,Y,18,10,,,,0,,,,,8,9,3,interval
128,Y,18,11,,,,0,,,,,8,9,3,interval
128,Y,18,12,,,,0,,,,,8,9,3,interval
128,Y,18,13,,,,0,,,,,8,9,3,interval
128,Y,18,14,,,,0,,,,,8,9,3,interval
128,Y,18,15,,,,0,,,,,8,9,3,interval
130,Y,18,0,3.5,0,0,1,17.6,0,0,0,8,9,3,interval
130,Y,18,1,4,0,0,1,17.5,0,0,0,8,9,3,interval
130,Y,18,2,5.5,0,0,1,17.7,0,43,0,8,9,3,interval
130,Y,18,3,6.2,0,0,1,17.6,0,43,0,8,9,3,interval
130,Y,18,4,6.5,0,0,1,17.4,0,72,0,8,9,3,interval
130,Y,18,5,7.1,239,0,1,17.8,0,148,239,8,9,3,interval
130,Y,18,6,7.1,361,0,1,17.7,0,148,600,8,9,3,interval
130,Y,18,7,7.1,27,0,1,17.7,0,192,627,8,9,3,interval
130,Y,18,8,7.3,22,1,1,18,0,212,649,8,9,3,interval
130,Y,18,9,,,,0,,,,,8,9,3,interval
130,Y,18,10,,,,0,,,,,8,9,3,interval
130,Y,18,11,,,,0,,,,,8,9,3,interval
130,Y,18,12,,,,0,,,,,8,9,3,interval
130,Y,18,13,,,,0,,,,,8,9,3,interval
130,Y,18,14,,,,0,,,,,8,9,3,interval
130,Y,18,15,,,,0,,,,,8,9,3,interval
131,Y,18,0,3.6,0,0,1,18.5,0,0,0,7,8,3,interval
131,Y,18,1,4.2,0,0,1,18.4,0,0,0,7,8,3,interval
131,Y,18,2,5.3,0,0,1,18.4,0,103,0,7,8,3,interval
131,Y,18,3,5.9,0,0,1,18.5,0,311,0,7,8,3,interval
131,Y,18,4,6,5,0,1,18.4,0,502,5,7,8,3,interval
131,Y,18,5,6.1,149,0,1,18.5,0,620,154,7,8,3,interval
131,Y,18,6,6.2,80,0,1,18.5,0,731,234,7,8,3,interval
131,Y,18,7,6,22,1,1,18.3,0,816,256,7,8,3,interval
131,Y,18,8,,,,0,,,,,7,8,3,interval
131,Y,18,9,,,,0,,,,,7,8,3,interval
131,Y,18,10,,,,0,,,,,7,8,3,interval
131,Y,18,11,,,,0,,,,,7,8,3,interval
131,Y,18,12,,,,0,,,,,7,8,3,interval
131,Y,18,13,,,,0,,,,,7,8,3,interval
131,Y,18,14,,,,0,,,,,7,8,3,interval
131,Y,18,15,,,,0,,,,,7,8,3,interval
132,Y,18,0,3.8,0,0,1,16.5,0,0,0,11,12,3,interval
132,Y,18,1,4.6,0,0,1,16.8,0,0,0,11,12,3,interval
132,Y,18,2,6.4,0,0,1,16.6,0,164,0,11,12,3,interval
132,Y,18,3,7,0,0,1,16.5,0,371,0,11,12,3,interval
132,Y,18,4,7,5,0,1,16.5,0,532,5,11,12,3,interval
132,Y,18,5,7.2,97,0,1,16.6,0,687,102,11,12,3,interval
132,Y,18,6,7.2,66,0,1,16.6,0,740,168,11,12,3,interval
132,Y,18,7,6.9,53,0,1,16.2,0,904,221,11,12,3,interval
132,Y,18,8,7.4,29,0,1,16.9,0,1025,250,11,12,3,interval
132,Y,18,9,7.3,14,0,1,16.8,0,1177,264,11,12,3,interval
132,Y,18,10,7.4,15,0,1,16.7,0,1245,279,11,12,3,interval
132,Y,18,11,7.3,0,1,1,16.5,0,1325,279,11,12,3,interval
132,Y,18,12,7.5,,,0,16.7,0,1344,,11,12,3,interval
132,Y,18,13,,,,0,,,,,11,12,3,interval
132,Y,18,14,,,,0,,,,,11,12,3,interval
132,Y,18,15,,,,0,,,,,11,12,3,interval
133,Y,18,0,3.9,0,0,1,19.7,0,0,0,11,12,3,interval
133,Y,18,1,4,0,0,1,19.7,0,0,0,11,12,3,interval
133,Y,18,2,5.3,0,0,1,19.6,0,206,0,11,12,3,interval
133,Y,18,3,6,0,0,1,19.6,0,453,0,11,12,3,interval
133,Y,18,4,6.1,0,0,1,19.5,0,526,0,11,12,3,interval
133,Y,18,5,6.1,17,0,1,19.7,0,630,17,11,12,3,interval
133,Y,18,6,6.1,18,0,1,19.6,0,681,35,11,12,3,interval
133,Y,18,7,5.9,28,0,1,19.5,0,711,63,11,12,3,interval
133,Y,18,8,6.3,19,0,1,19.6,0,722,82,11,12,3,interval
133,Y,18,9,6.3,5,0,1,19.4,0,722,87,11,12,3,interval
133,Y,18,10,6.3,23,1,1,19.5,0,722,110,11,12,3,interval
133,Y,18,11,6.3,0,0,1,19.6,0,722,110,11,12,3,interval
133,Y,18,12,,,,0,,,,,11,12,3,interval
133,Y,18,13,,,,0,,,,,11,12,3,interval
133,Y,18,14,,,,0,,,,,11,12,3,interval
133,Y,18,15,,,,0,,,,,11,12,3,interval
135,Y,18,0,3.9,0,0,1,16.8,0,0,0,13,14,3,interval
135,Y,18,1,4.5,0,0,1,16.7,0,0,0,13,14,3,interval
135,Y,18,2,5.8,0,0,1,16.9,0,18,0,13,14,3,interval
135,Y,18,3,6.7,0,0,1,17.1,0,77,0,13,14,3,interval
135,Y,18,4,7.5,1,0,1,17,0,170,1,13,14,3,interval
135,Y,18,5,8,0,0,1,17,0,170,1,13,14,3,interval
135,Y,18,6,8.5,4,0,1,16.9,0,170,5,13,14,3,interval
135,Y,18,7,9,1,0,1,17,0,203,6,13,14,3,interval
135,Y,18,8,9.8,0,0,1,17.2,0,203,6,13,14,3,interval
135,Y,18,9,10.1,0,0,1,17,0,203,6,13,14,3,interval
135,Y,18,10,10.5,2,0,1,17.1,0,203,8,13,14,3,interval
135,Y,18,11,10.9,2,0,1,17,0,203,10,13,14,3,interval
135,Y,18,12,11.3,0,0,1,17.3,0,203,10,13,14,3,interval
135,Y,18,13,11.5,0,1,1,17.1,0,203,10,13,14,3,interval
135,Y,18,14,11.8,0,,0,17.5,0,203,,13,14,3,interval
135,Y,18,15,,,,0,,,,,13,14,3,interval
137,Y,18,0,4.5,0,0,1,16.4,0,0,0,8,9,3,interval
137,Y,18,1,5,0,0,1,16.5,0,0,0,8,9,3,interval
137,Y,18,2,6.3,0,0,1,16.6,0,0,0,8,9,3,interval
137,Y,18,3,7.1,0,0,1,16.7,0,109,0,8,9,3,interval
137,Y,18,4,7.4,6,0,1,16.5,0,230,6,8,9,3,interval
137,Y,18,5,7.5,170,0,1,16.7,0,309,176,8,9,3,interval
137,Y,18,6,7.4,101,0,1,16.7,0,342,277,8,9,3,interval
137,Y,18,7,7.5,104,0,1,16.6,0,368,381,8,9,3,interval
137,Y,18,8,7.4,212,1,1,16.8,0,378,593,8,9,3,interval
137,Y,18,9,,,,0,,,,,8,9,3,interval
137,Y,18,10,,,,0,,,,,8,9,3,interval
137,Y,18,11,,,,0,,,,,8,9,3,interval
137,Y,18,12,,,,0,,,,,8,9,3,interval
137,Y,18,13,,,,0,,,,,8,9,3,interval
137,Y,18,14,,,,0,,,,,8,9,3,interval
137,Y,18,15,,,,0,,,,,8,9,3,interval
142,Y,18,0,3.7,0,0,1,15.9,0,0,0,7,8,3,interval
142,Y,18,1,4.6,0,0,1,16,0,32,0,7,8,3,interval
142,Y,18,2,6.3,0,0,1,16.1,0,65,0,7,8,3,interval
142,Y,18,3,7.1,0,0,1,16.3,0,189,0,7,8,3,interval
142,Y,18,4,7.1,4,0,1,16.2,0,300,4,7,8,3,interval
142,Y,18,5,7.2,146,0,1,16.3,0,384,150,7,8,3,interval
142,Y,18,6,7.1,177,0,1,16.1,0,493,327,7,8,3,interval
142,Y,18,7,6.6,142,1,1,16.8,0,558,469,7,8,3,interval
142,Y,18,8,,,,0,,,,,7,8,3,interval
142,Y,18,9,,,,0,,,,,7,8,3,interval
142,Y,18,10,,,,0,,,,,7,8,3,interval
142,Y,18,11,,,,0,,,,,7,8,3,interval
142,Y,18,12,,,,0,,,,,7,8,3,interval
142,Y,18,13,,,,0,,,,,7,8,3,interval
142,Y,18,14,,,,0,,,,,7,8,3,interval
142,Y,18,15,,,,0,,,,,7,8,3,interval
145,Y,18,0,3.7,0,0,1,16.6,0,0,0,6,7,3,interval
145,Y,18,1,4.3,0,0,1,16.8,0,0,0,6,7,3,interval
145,Y,18,2,5.5,0,0,1,16.9,0,0,0,6,7,3,interval
145,Y,18,3,6,0,0,1,17.2,0,90,0,6,7,3,interval
145,Y,18,4,6,2,0,1,17.3,0,274,2,6,7,3,interval
145,Y,18,5,6.2,108,0,1,17.5,0,378,110,6,7,3,interval
145,Y,18,6,6.1,139,1,1,17.4,0,495,249,6,7,3,interval
145,Y,18,7,,,,0,,,,,6,7,3,interval
145,Y,18,8,,,,0,,,,,6,7,3,interval
145,Y,18,9,,,,0,,,,,6,7,3,interval
145,Y,18,10,,,,0,,,,,6,7,3,interval
145,Y,18,11,,,,0,,,,,6,7,3,interval
145,Y,18,12,,,,0,,,,,6,7,3,interval
145,Y,18,13,,,,0,,,,,6,7,3,interval
145,Y,18,14,,,,0,,,,,6,7,3,interval
145,Y,18,15,,,,0,,,,,6,7,3,interval
21,N,0,0,4,0,0,1,,0,0,0,15,16,0,interval
21,N,0,1,6.5,0,0,1,,0,0,0,15,16,0,interval
21,N,0,2,9.5,0,0,1,,0,0,0,15,16,0,interval
21,N,0,3,10.4,0,0,1,,0,0,0,15,16,0,interval
21,N,0,4,11.1,0,0,1,,0,0,0,15,16,0,interval
21,N,0,5,11.7,0,0,1,,0,0,0,15,16,0,interval
21,N,0,6,12.1,0,0,1,,0,0,0,15,16,0,interval
21,N,0,7,12.6,0,0,1,,0,0,0,15,16,0,interval
21,N,0,8,13.2,0,0,1,,0,79,0,15,16,0,interval
21,N,0,9,13.4,0,0,1,,0,87,0,15,16,0,interval
21,N,0,10,13.5,0,0,1,,0,87,0,15,16,0,interval
21,N,0,11,13.7,0,0,1,,0,87,0,15,16,0,interval
21,N,0,12,14.1,0,0,1,,0,87,0,15,16,0,interval
21,N,0,13,14.6,0,0,1,,0,87,0,15,16,0,interval
21,N,0,14,14.8,0,0,1,,0,87,0,15,16,0,interval
21,N,0,15,15.2,0,1,1,,0,87,0,15,16,0,interval
22,N,0,0,4.1,0,0,1,,0,0,0,15,16,0,interval
22,N,0,1,6.8,0,0,1,,0,0,0,15,16,0,interval
22,N,0,2,9.9,0,0,1,,0,0,0,15,16,0,interval
22,N,0,3,11.2,0,0,1,,0,0,0,15,16,0,interval
22,N,0,4,11.9,0,0,1,,0,0,0,15,16,0,interval
22,N,0,5,12.8,0,0,1,,0,104,0,15,16,0,interval
22,N,0,6,13.2,0,0,1,,0,186,0,15,16,0,interval
22,N,0,7,13.6,0,0,1,,0,186,0,15,16,0,interval
22,N,0,8,14,0,0,1,,0,305,0,15,16,0,interval
22,N,0,9,14.2,0,0,1,,0,305,0,15,16,0,interval
22,N,0,10,14.7,0,0,1,,0,305,0,15,16,0,interval
22,N,0,11,14.8,0,0,1,,0,305,0,15,16,0,interval
22,N,0,12,15.2,0,0,1,,0,305,0,15,16,0,interval
22,N,0,13,15.9,0,0,1,,0,305,0,15,16,0,interval
22,N,0,14,16.3,0,0,1,,0,305,0,15,16,0,interval
22,N,0,15,16.7,0,1,1,,0,345,0,15,16,0,interval
23,N,0,0,3.5,0,0,1,,0,0,0,15,16,0,interval
23,N,0,1,6.6,0,0,1,,0,0,0,15,16,0,interval
23,N,0,2,9.7,0,0,1,,0,0,0,15,16,0,interval
23,N,0,3,10.8,0,0,1,,0,0,0,15,16,0,interval
23,N,0,4,11.5,0,0,1,,0,55,0,15,16,0,interval
23,N,0,5,12.3,0,0,1,,0,55,0,15,16,0,interval
23,N,0,6,12.8,0,0,1,,0,55,0,15,16,0,interval
23,N,0,7,13.3,0,0,1,,0,55,0,15,16,0,interval
23,N,0,8,13.9,0,0,1,,0,55,0,15,16,0,interval
23,N,0,9,14.1,0,0,1,,0,55,0,15,16,0,interval
23,N,0,10,14.4,0,0,1,,0,55,0,15,16,0,interval
23,N,0,11,14.5,0,0,1,,0,71,0,15,16,0,interval
23,N,0,12,15.1,0,0,1,,0,71,0,15,16,0,interval
23,N,0,13,15.4,0,0,1,,0,71,0,15,16,0,interval
23,N,0,14,15.5,0,0,1,,0,169,0,15,16,0,interval
23,N,0,15,15.6,0,1,1,,0,169,0,15,16,0,interval
24,N,0,0,3.8,0,0,1,,0,0,0,3,4,3,interval
24,N,0,1,7,0,0,1,,0,0,0,3,4,3,interval
24,N,0,2,9.2,0,0,1,,0,0,0,3,4,3,interval
24,N,0,3,9.2,0,1,1,,0,0,0,3,4,3,interval
24,N,0,4,9,,,0,,,0,,3,4,3,interval
24,N,0,5,,,,0,,,,,3,4,3,interval
24,N,0,6,,,,0,,,,,3,4,3,interval
24,N,0,7,,,,0,,,,,3,4,3,interval
24,N,0,8,,,,0,,,,,3,4,3,interval
24,N,0,9,,,,0,,,,,3,4,3,interval
24,N,0,10,,,,0,,,,,3,4,3,interval
24,N,0,11,,,,0,,,,,3,4,3,interval
24,N,0,12,,,,0,,,,,3,4,3,interval
24,N,0,13,,,,0,,,,,3,4,3,interval
24,N,0,14,,,,0,,,,,3,4,3,interval
24,N,0,15,,,,0,,,,,3,4,3,interval
25,N,0,0,3.9,0,0,1,,0,0,0,15,16,0,interval
25,N,0,1,6.3,0,0,1,,0,0,0,15,16,0,interval
25,N,0,2,9.3,0,0,1,,0,0,0,15,16,0,interval
25,N,0,3,10.9,0,0,1,,0,0,0,15,16,0,interval
25,N,0,4,11.5,0,0,1,,0,0,0,15,16,0,interval
25,N,0,5,12,0,0,1,,0,26,0,15,16,0,interval
25,N,0,6,12.4,0,0,1,,0,57,0,15,16,0,interval
25,N,0,7,12.7,0,0,1,,0,57,0,15,16,0,interval
25,N,0,8,13.1,0,0,1,,0,98,0,15,16,0,interval
25,N,0,9,13.3,0,0,1,,0,137,0,15,16,0,interval
25,N,0,10,13.7,0,0,1,,0,137,0,15,16,0,interval
25,N,0,11,13.8,0,0,1,,0,166,0,15,16,0,interval
25,N,0,12,14.4,0,0,1,,0,183,0,15,16,0,interval
25,N,0,13,14.6,0,0,1,,0,201,0,15,16,0,interval
25,N,0,14,15,0,0,1,,0,249,0,15,16,0,interval
25,N,0,15,15.5,0,1,1,,0,264,0,15,16,0,interval
46,N,2,0,3.5,0,0,1,2.3,0,0,0,15,16,0,interval
46,N,2,1,6.3,0,0,1,5.8,0,0,0,15,16,0,interval
46,N,2,2,8.2,0,0,1,7.7,0,0,0,15,16,0,interval
46,N,2,3,8.6,0,0,1,8.6,0,0,0,15,16,0,interval
46,N,2,4,8.9,0,0,1,9.3,0,0,0,15,16,0,interval
46,N,2,5,9.2,0,0,1,9.7,0,22,0,15,16,0,interval
46,N,2,6,9.4,0,0,1,10.3,0,22,0,15,16,0,interval
46,N,2,7,9.5,0,0,1,10.7,0,22,0,15,16,0,interval
46,N,2,8,9.8,0,0,1,11.2,0,24,0,15,16,0,interval
46,N,2,9,10,0,0,1,11.4,0,43,0,15,16,0,interval
46,N,2,10,10.2,0,0,1,11.8,0,43,0,15,16,0,interval
46,N,2,11,10.2,0,0,1,12.3,0,104,0,15,16,0,interval
46,N,2,12,10.5,0,0,1,12.8,0,125,0,15,16,0,interval
46,N,2,13,10.5,0,0,1,12.9,0,145,0,15,16,0,interval
46,N,2,14,10.7,0,0,1,13.2,0,177,0,15,16,0,interval
46,N,2,15,10.7,0,1,1,13.3,0,216,0,15,16,0,interval
47,N,2,0,3.8,0,0,1,2.2,0,0,0,15,16,0,interval
47,N,2,1,6.3,0,0,1,4.8,0,0,0,15,16,0,interval
47,N,2,2,8.1,0,0,1,6.3,0,0,0,15,16,0,interval
47,N,2,3,9,0,0,1,7.4,0,0,0,15,16,0,interval
47,N,2,4,9.5,0,0,1,8.1,0,0,0,15,16,0,interval
47,N,2,5,10.1,0,0,1,8.8,0,0,0,15,16,0,interval
47,N,2,6,10.4,0,0,1,9.3,0,16,0,15,16,0,interval
47,N,2,7,10.8,0,0,1,10,0,16,0,15,16,0,interval
47,N,2,8,11.3,0,0,1,10.7,0,16,0,15,16,0,interval
47,N,2,9,11.5,0,0,1,11,0,16,0,15,16,0,interval
47,N,2,10,11.7,0,0,1,11.6,0,16,0,15,16,0,interval
47,N,2,11,11.9,0,0,1,11.8,0,35,0,15,16,0,interval
47,N,2,12,12.2,0,0,1,12.3,0,59,0,15,16,0,interval
47,N,2,13,12.3,0,0,1,12.5,0,59,0,15,16,0,interval
47,N,2,14,12.4,0,0,1,12.7,0,75,0,15,16,0,interval
47,N,2,15,12.8,0,1,1,13,0,75,0,15,16,0,interval
48,N,2,0,4.4,0,0,1,2.3,0,0,0,15,16,0,interval
48,N,2,1,6.9,0,0,1,4.9,0,0,0,15,16,0,interval
48,N,2,2,8.9,0,0,1,6,0,0,0,15,16,0,interval
48,N,2,3,9.6,0,0,1,6.7,0,0,0,15,16,0,interval
48,N,2,4,10.5,0,0,1,8.2,0,0,0,15,16,0,interval
48,N,2,5,11.1,0,0,1,8.6,0,17,0,15,16,0,interval
48,N,2,6,11.5,0,0,1,9.2,0,82,0,15,16,0,interval
48,N,2,7,11.5,0,0,1,9.7,0,166,0,15,16,0,interval
48,N,2,8,12,0,0,1,10.5,0,187,0,15,16,0,interval
48,N,2,9,12.1,0,0,1,10.9,0,200,0,15,16,0,interval
48,N,2,10,12.4,0,0,1,10.9,0,246,0,15,16,0,interval
48,N,2,11,12.4,0,0,1,11.1,0,271,0,15,16,0,interval
48,N,2,12,12.7,0,0,1,11.9,0,312,0,15,16,0,interval
48,N,2,13,12.8,0,0,1,12.2,0,396,0,15,16,0,interval
48,N,2,14,13,0,0,1,12.2,0,444,0,15,16,0,interval
48,N,2,15,13.3,0,1,1,12.6,0,510,0,15,16,0,interval
49,N,2,0,4.4,0,0,1,2.5,0,0,0,15,16,0,interval
49,N,2,1,7.1,0,0,1,4.9,0,0,0,15,16,0,interval
49,N,2,2,9,0,0,1,6.8,0,0,0,15,16,0,interval
49,N,2,3,9.7,0,0,1,7.3,0,0,0,15,16,0,interval
49,N,2,4,9.9,0,0,1,8.3,0,0,0,15,16,0,interval
49,N,2,5,10.2,0,0,1,8.4,0,0,0,15,16,0,interval
49,N,2,6,10.5,0,0,1,8.8,0,42,0,15,16,0,interval
49,N,2,7,10.7,0,0,1,9.3,0,86,0,15,16,0,interval
49,N,2,8,11.2,0,0,1,9.7,0,107,0,15,16,0,interval
49,N,2,9,11.2,0,0,1,9.9,0,130,0,15,16,0,interval
49,N,2,10,11.6,0,0,1,10.3,0,151,0,15,16,0,interval
49,N,2,11,11.6,0,0,1,10.6,0,175,0,15,16,0,interval
49,N,2,12,11.9,0,0,1,10.9,0,194,0,15,16,0,interval
49,N,2,13,12,0,0,1,11.3,0,229,0,15,16,0,interval
49,N,2,14,12.3,0,0,1,11.4,0,279,0,15,16,0,interval
49,N,2,15,12.5,0,1,1,11.6,0,350,0,15,16,0,interval
50,N,2,0,3.6,0,0,1,2,0,0,0,15,16,0,interval
50,N,2,1,6.7,0,0,1,4.6,0,0,0,15,16,0,interval
50,N,2,2,9,0,0,1,6.4,0,0,0,15,16,0,interval
50,N,2,3,9.6,0,0,1,7.5,0,0,0,15,16,0,interval
50,N,2,4,10.2,0,0,1,8.1,0,0,0,15,16,0,interval
50,N,2,5,10.6,0,0,1,9,0,16,0,15,16,0,interval
50,N,2,6,10.9,0,0,1,9.6,0,30,0,15,16,0,interval
50,N,2,7,11,0,0,1,10.1,0,52,0,15,16,0,interval
50,N,2,8,11.3,0,0,1,10.5,0,86,0,15,16,0,interval
50,N,2,9,11.4,0,0,1,11,0,133,0,15,16,0,interval
50,N,2,10,11.9,0,0,1,11.5,0,184,0,15,16,0,interval
50,N,2,11,12,0,0,1,11.7,0,233,0,15,16,0,interval
50,N,2,12,12.2,0,0,1,12.1,0,295,0,15,16,0,interval
50,N,2,13,12.6,0,0,1,12.5,0,353,0,15,16,0,interval
50,N,2,14,12.7,0,0,1,12.8,0,396,0,15,16,0,interval
50,N,2,15,12.7,0,1,1,13,0,447,0,15,16,0,interval
71,N,4,0,4.1,0,0,1,4.5,0,0,0,15,16,0,interval
71,N,4,1,6.8,0,0,1,6.9,0,0,0,15,16,0,interval
71,N,4,2,8.8,0,0,1,8.3,0,0,0,15,16,0,interval
71,N,4,3,9.5,0,0,1,9,0,0,0,15,16,0,interval
71,N,4,4,10.1,0,0,1,9.4,0,16,0,15,16,0,interval
71,N,4,5,10.4,0,0,1,9.9,0,42,0,15,16,0,interval
71,N,4,6,10.9,0,0,1,10.4,0,60,0,15,16,0,interval
71,N,4,7,11.6,0,0,1,10.5,0,104,0,15,16,0,interval
71,N,4,8,12.1,0,0,1,10.7,0,104,0,15,16,0,interval
71,N,4,9,12.4,0,0,1,10.9,0,104,0,15,16,0,interval
71,N,4,10,12.7,0,0,1,11.1,0,121,0,15,16,0,interval
71,N,4,11,13.1,0,0,1,11.1,0,121,0,15,16,0,interval
71,N,4,12,13.4,0,0,1,11.9,0,194,0,15,16,0,interval
71,N,4,13,13.7,0,0,1,11.8,0,194,0,15,16,0,interval
71,N,4,14,14.1,0,0,1,12.1,0,277,0,15,16,0,interval
71,N,4,15,14.1,0,1,1,12.2,0,362,0,15,16,0,interval
72,N,4,0,3.8,0,0,1,3.8,0,0,0,15,16,0,interval
72,N,4,1,6.8,0,0,1,4.3,0,0,0,15,16,0,interval
72,N,4,2,9.3,0,0,1,4.4,0,0,0,15,16,0,interval
72,N,4,3,10.8,0,0,1,4.5,0,0,0,15,16,0,interval
72,N,4,4,11.6,0,0,1,4.2,1,0,0,15,16,0,interval
72,N,4,5,12.1,0,0,1,5.4,0,0,0,15,16,0,interval
72,N,4,6,12.2,0,0,1,6.3,0,0,0,15,16,0,interval
72,N,4,7,12.3,0,0,1,7.2,0,0,0,15,16,0,interval
72,N,4,8,12.7,0,0,1,8.3,0,0,0,15,16,0,interval
72,N,4,9,12.8,0,0,1,8.5,0,0,0,15,16,0,interval
72,N,4,10,13.3,0,0,1,9,0,0,0,15,16,0,interval
72,N,4,11,13.2,0,0,1,9.5,0,0,0,15,16,0,interval
72,N,4,12,13.5,0,0,1,10,0,0,0,15,16,0,interval
72,N,4,13,13.8,0,0,1,10.4,0,0,0,15,16,0,interval
72,N,4,14,13.9,0,0,1,10.6,0,20,0,15,16,0,interval
72,N,4,15,14.3,0,1,1,11,0,61,0,15,16,0,interval
73,N,4,0,3.5,0,0,1,3.8,0,0,0,15,16,0,interval
73,N,4,1,6.9,0,0,1,4.3,1,0,0,15,16,0,interval
73,N,4,2,9.9,0,0,1,4.8,0,0,0,15,16,0,interval
73,N,4,3,10.8,0,0,1,6.3,0,0,0,15,16,0,interval
73,N,4,4,11.5,0,0,1,6.8,0,0,0,15,16,0,interval
73,N,4,5,11.8,0,0,1,7.4,0,0,0,15,16,0,interval
73,N,4,6,11.9,0,0,1,7.9,0,0,0,15,16,0,interval
73,N,4,7,12.2,0,0,1,8.6,0,0,0,15,16,0,interval
73,N,4,8,12.7,0,0,1,9,0,7,0,15,16,0,interval
73,N,4,9,12.7,0,0,1,9.4,0,19,0,15,16,0,interval
73,N,4,10,12.9,0,0,1,9.8,0,28,0,15,16,0,interval
73,N,4,11,12.9,0,0,1,10.2,0,71,0,15,16,0,interval
73,N,4,12,13.2,0,0,1,10.5,0,94,0,15,16,0,interval
73,N,4,13,13.4,0,0,1,11.2,0,104,0,15,16,0,interval
73,N,4,14,13.4,0,0,1,11.3,0,154,0,15,16,0,interval
73,N,4,15,13.9,0,1,1,11.6,0,260,0,15,16,0,interval
74,N,4,0,4.4,0,0,1,3.7,0,0,0,15,16,0,interval
74,N,4,1,7.1,0,0,1,6.3,0,0,0,15,16,0,interval
74,N,4,2,8.5,0,0,1,7.9,0,0,0,15,16,0,interval
74,N,4,3,9.2,0,0,1,8.8,0,0,0,15,16,0,interval
74,N,4,4,9.8,0,0,1,9.3,0,11,0,15,16,0,interval
74,N,4,5,10.2,0,0,1,9.5,0,41,0,15,16,0,interval
74,N,4,6,10.7,0,0,1,9.9,0,54,0,15,16,0,interval
74,N,4,7,10.9,0,0,1,10.3,0,76,0,15,16,0,interval
74,N,4,8,11.2,0,0,1,11,0,76,0,15,16,0,interval
74,N,4,9,11.3,0,0,1,11.3,0,101,0,15,16,0,interval
74,N,4,10,11.3,0,0,1,11.6,0,101,0,15,16,0,interval
74,N,4,11,11.5,0,0,1,11.8,0,122,0,15,16,0,interval
